id;id_mapel;nama_mapel
;804050808;Melaksanakan pekerjaan beton pracetak
;804050809;Melaksanakan pekerjaan jalan
;804050900;Konstruksi Beton Bertulang
;804051000;Teknik Konstruksi Furnitur
;804051001;Menerapkan dasar ilmu bangunan
;804051002;Menerapkan pekerjaan dasar-dasar furnitur/cabinet making
;804051003;Merencanakan pekerjaan mebel kayu
;804051004;Menggun.peraltn tangan, listrik & mesin ttp/sttis peker kayu
;804051005;Membuat sambungan & hbngan kayu utk pekerjaan mebel/furnitur
;804051006;Membuat komponen & detail sambungan bentuk rumit
;804051007;Melakukan penyetelan & perakitan mebel & asesoris
;804051008;Merencanakan & melaksanakan pekerjaan ukir
;804051009;Merencanakan & melaksanakan pekerjaan finishing
;804051100;Finishing Bangunan
;804051200;Teknik Furnitur
;804060100;Keselamatan Kerja dan Kesehatan Lingkungan
;804060200;Perencanaan Konstruksi Jalan,Irigasi, dan Jembatan
;804060300;Teknik Pelaksanaan dan Pekerjaan Jalan
;804060400;Teknik Pelaksanaan dan Pengawasan Pekerjaan Irigasi
;804060500;Teknik Pelaksanaan dan Pengawasan Pekerjaan Jembatan
;804070100;Teknologi Bahan
;804080100;Rekayasa dan Pemodelan Furnitur
;804080200;Peralatan Tangan dan Mesin Pengerjaan Kayu
;804080300;Teknik Finishing Furnitur
;804080400;Teknik Pengejokan
;804080500;Pengetahuan Bahan Plambing
;804080600;Dasar-dasar Plambing
;804080700;Gambar Dasar Plambing
;804080800;Gambar dan Rencana Anggarana Biaya (RAB)
;804090100;Sistem Penyediaan Air Bersih
;804090200;Teknik Saniter dan Sistem Pembuangan Air Kotor
;804090300;Perancangan Pipa dan Pompa Air
;804090301;Menerapkan dasar-dasar plumbing
;804090302;Memasang alat sanitair
;804090303;Menerapkan sistem penyediaan air bersih
;804090304;Memasang ins. pipa air kotor
;804090305;Menerapkan sistem plambing pipa tembaga
;804090306;Menerapkan sistem pembuangan air kotor/ drainase
;804090307;Membuat gambar ins. plambing
;804090308;Melakukan perhitungan laju aliran  air
;804090309;Menerapkan perencanaan pompa air
;804090310;Menerapkan sistem pengolahan limbah 
;804090311;Menghitung renc. anggaran & belanja (RAB) pekerj. plumbing  
;804090400;Hidrolika
;804100100;Dasar dan Pengukuran Listrik
;804100200;Penggerak Mula
;804100300;Generator
;804100400;Instrumentasi dan Kontrol Pembangkitan
;804100500;Jaringan Transmisi Tenaga Listrik
;804100501;Memelihara sarana elektronik, komunikasi & penunjang
;804100502;Memelihara sistem kelistrikan & instrumen kontrol & proteksi
;804100503;Memasang & memelihara kelengkapan isolator
;804100504;Menyambung kawat saluran udara
;804100505;Memasang jumper konduktor switchgear & groundwire
;804100506;Memasang ins. penangkal petir & pembumian gedung
;804100507;Mengukur tahanan peralatan listrik,isolasi,&kontak sambungan
;804100508;Mengukur temperatur titik sambung&ratio kumparan trafo daya
;804100509;Memasang tap changer & mengganti transformator daya
;804100510;Memelihara peralatan DC power
;804100600;Jaringan Distribusi Tenaga Listrik
;804100601;Memasang APP & alat ukur
;804100602;Memasang saluran tegangan rendah & menengah
;804100603;Mengoperasikan saluran pelanggan & tegangan rendah & opstig
;804100604;Mengoperasikan peralatan & semi automatic change over
;804100605;Mengoperasikan saluran udara & SUTR
;804100606;Memperbaiki gangguan pd alat pembatas & pengukur
;804100607;Mengoperasikan saluran kabel & udara pd tegangan menengah
;804100608;Mengoperasikan pole top switch & saklar semi automatic
;804100609;Mengoperasikan automatic & capacitor voltage regulator
;804100610;Memasang & memelihara peralatan pendukung
;804100700;Gardu Induk
;804100800;Instalasi Penerangan Listrik
;804100810;Teknik Instalasi Penerangan Listrik
;804100820;Teknik Instalasi Pneumatik
;804100900;Instalasi Tenaga Listrik
;804100901;Menerapkan rangkaian, besaran, & standarisasi gambar listrik
;804100902;Menerapkan pekerjaan mekanik dasar 
;804100903;Menerapkan dasar-dasar elektronika
;804100904;Melakukan pengukuran komponen elektronika
;804100905;Merawat peralatan rumah tangga listrik
;804100906;Memasang ins. tenaga listrik
;804100907;Memperbaiki motor listrik
;804100908;Mengoperasikan sistem pengendali 
;804100909;Memasang sistem pentanahan ins. listrik
;804100910;Merawat panel listrik & switchgear
;804100920;Teknik Instalasi Tenaga Listrik
;804101000;Instalasi Motor Listrik
;804101100;Pekerjaan Dasar Elektromekanik
;804101200;Mesin Listrik Pembangkit
;804101300;Perangkat Pembangkit
;804101400;Proteksi Listrik Pembangkit
;804101500;Perbaikan Peralatan Listrik
;804110100;Teknologi Mekanik
;804110101;Mengoper. sistm kendali berbasis elektro. & elektronik
;804110102;Mengoperasikan sistem kendali pd otomasi industri
;804110103;Merakit sistem kendali berbasis relay 
;804110104;Merakit sistem kendali elektropneumatik 
;804110105;Merakit sistem PLC 
;804110106;Memelihara sistem kendali elektrik
;804110107;Memelihara sistem kendali pneumatik 
;804110108;Memelihara sistem PLC/SCADA otomasi industri
;804110200;Kelistrikan Mesin dan Konversi Energi
;804110300;Mekanika Teknik dan elemen mesin
;804110400;Teknik Gambar Manufaktur
;804110500;Teknik Pemesinan Bubut
;804110501;Melaksanakan penanganan material secara manual
;804110502;Melaksanakan pekerjaan pemesinan operasi dasar
;804110503;Melaksanakan pekerjaan pemesinan operasi kompleks
;804110504;Memprogram mesin NC/CNC
;804110505;Mengoperasikan mesin NC/CNC
;804110600;Teknik Pemesinan Frais
;804110700;Teknik Pemesinan Gerinda
;804110800;Teknik Pemesinan CNC
;804110900;Dasar Perancangan Teknik Mesin
;804111000;Teknik Pemesinan NC/CNC dan CAM
;804111100;Perawatan dan Perbaikan Peralatan Mekatronik
;804111200;Pekerjaan Dasar Teknik Mesin
;804120100;Teknik Pengelasan Oksi-Asetilin (OAW)
;804120200;Teknik Pengelasan Las busur Manual (SMAW)
;804120300;Teknik Pengelasan Gas Metal (MIG/MAG)
;804120400;Teknik Pengelasan Gas Tungsten (TIG/WIG)
;804130100;Gambar Teknik Fabrikasi Logam
;804130101;Melaksanakan fabrikasi tingkat dasar
;804130102;Melakukan rutinitas penglsan menggunkn pros las busur manual
;804130103;Mengelas dengan proses las MIG (GMAW)
;804130104;Melaksanakan fabrikasi tingkat lanjut
;804130105;Menggambar bukaan/bentangan geometri 
;804130200;Teknik Penyambungan Logam
;804130300;Teknik Pembentukan dan Perakitan Fabrikasi Logam
;804130400;Teknik Konstruksi Fabrikasi Logam
;804130500;Teknik Pengendalian Instrumen Logam
;804130600;Teknik Pembuatan Pola
;804130700;Teknik Pembuatan Cetakan dan Inti
;804130800;Teknik Pengerjaan Logam
;804130900;Pembuatan Komponen Instrumen Logam
;804131000;Pemeliharaan dan Perbaikan Instrumen Logam
;804131100;Penggantian Instrumen Logam dan Gelas
;804131101;Menerapkan keselamatan & kesehatan kerja lingkungan hidup 
;804131102;Memelihara peralatan produksi instrumentasi
;804131103;Pembuatan instrumentasi secara manual
;804131104;Mengoperasikan perkakas & peralatan pembuatan instrumentasi 
;804131105;Memperbaiki instrumentasi
;804131106;Melaksanakan kontrol kualitas pd instrumentasi
;804131200;Pembuatan Instrumen Logam dan Gelas
;804131300;Teknologi dasar Pengerjaan Logam
;804131400;Teknologi Pengerjaan Non Logam
;804131500;Pembubutan Logam dan Pengelasan Logam
;804131510;Pembubutan Logam
;804131520;Pengelasan Logam
;804131530;Pengelasan dan Pembubutan
;804131600;Pengecoran Logam
;804131601;Menggunakan peralatan pembandingan &/atau alat ukur
;804131602;Membaca sketsa & gambar teknik
;804131603;Menggunakan mesin untuk operasi dasar
;804131604;Melakukan peleburan logam
;804131605;Melakukan operasi pengecoran tingkat dasar
;804131606;Membuat pelat pola & pola resin
;804131607;Melakukan operasi pengecoran tingkat lanjut
;804131700;Finishing Logam
;804132100;Penerapan Pengujian Mutu
;804132200;Perancangan Teknik dan Gambar Manufaktur-Fabrikasi
;804132300;Teknik Fabrikasi Logam
;804132400;Teknik Pemesinan Konvensional
;804132500;Teknik Pemesinan Non Konvensional
;804140100;Peknik Pengecoran dan Perlakukan Panas 
;804140200;Teknik Pengoperasian Mesin Pengecoran
;804140300;Teknik Pengecoran dengan Mesin
;804140400;Teknik Pengecoran Manual
;804150100;Teknik Pemeliharaan Mekanik Mesin Industri
;804150101;Melakukan pengelasan dengan las oks, busur manual & las gas
;804150102;Memasang & memperbaiki komponen permesinan
;804150103;Memelihara & memperbaiki rakitan penggerak & pembawa mekanik
;804150104;Memelihara & memperbaiki komponen sistem hidrolik
;804150105;Memelihara & memperbaiki komponen sistem pneumatik
;804150106;Mendiagnosis&memperbaiki kesalhan pd peralatan listrik AC/DC
;804150200;Tekinik Pemeliharaan Sistem Pnematik dan Hidrolik
;804150300;Teknik Pemeliharaan Sis Kelistrikan Mesin Perkakas
;804150400;Proses Produksi dan Konstruksi Mesin
;804150500;Sistem Kelistrikan Mesin Industri
;804150600;Sistem Pneumatik dan Hidrolik
;804150700;Teknik Mekanik Mesin Industri
;804160100;Teknik Produksi Dengan Mesin Perkakas
;804160200;Teknik Gambar Produksi dan Konstruksi Mesin
;804160201;Melak. rutin. las oks-asetilen, las busur manual & las gas
;804160202;Melaksanakan fabrikasi, pemben. pelengkungan, & pencetakan
;804160203;Merancang gambar teknik
;804160204;Membuat bukaan/bentangan geometri
;804160205;Menggambar 2D & 3D dengan sistem CAD
;804160300;Teknik Gambar Mesin 2D dengan CAD
;804160400;Teknik Gambar Mesin 3D dengan CAD
;804160500;Teknik Desain Gambar dengan CAM
;804160600;Teknik Gambar Konstruksi
;804160700;Teknik Gambar Produksi
;804160800;Teknik Merancang dengan CAM
;804170100;Teknik Kelistrikan dan Elektronika Instrumentasi
;804170200;Kelistrikan dan Elektronika Instrumentasi
;804180100;Teknik Dasar Instrumentasi
;804180200;Dasar Instrumentasi
;804190100;Teknik Pengukuran Besaran Proses Instrumentasi
;804190200;Teknologi Instrumentasi Kontrol Proses
;804200200;Teknik Pengendalian Sistem Kontrol Mekanik
;804210100;Teknik Eksplorasi Dasar
;804210200;Pengetahuan Industri Migas
;805010100;Surveying
;805010200;Pengantar Survey Pemetaan
;805010300;Dasar-dasar Perhitungan Survey Pemetaan
;805010400;Penginderaan Jauh
;805010500;Sistem Informasi Geografis (SIG)
;805010600;Aplikasi Sistem Informasi Geografis (SIG)
;805010601;Menerapkan keselamatan & kesehatan kerja (K3)
;805010602;Menerapkan dasar-dasar survei & pemetaan
;805010603;Menerapkan dasar-dasar gambar teknik
;805010604;Melaksanakan pengukuran posisi vertikal 
;805010605;Melaksanakan pengukuran posisi horizontal
;805010606;Melaksanakan pengukuran pemetaan topografi 
;805010607;Melaksanakan pengukuran survei teknik sipil
;805010608;Menentukan azimut dengan pengamatan matahari
;805010609;Menentukan posisi dengan media satelit
;805010610;Menerapkan fotogrametri dalam pembuatan peta
;805010611;Menggunakan perangkat lunak untuk pengolahan&penyajian data
;805010612;Menyusun rencana anggarn biaya pekerjaan survei & pemetaan
;805010700;Survei Terestris Geospasial
;805010800;Kartografi
;805010900;Survei Terestris Geomatika
;806010100;Proteksi Jaringan Tenaga Listrik
;806010200;Sistem dan Instalasi Refrigerasi
;806010300;Sistem dan Instalasi Tata Udara
;806010400;Kontrol Refrigerasi dan Tata Udara
;806010601;Melaksanakan pekerjaan dasar kelistrikan & dasar mekanik
;806010602;Menerapkan gambar teknik dasar
;806010603;Merawat & memperbaiki pengisian refrigeran
;806010604;Melakukan perawatan & perbaikan mesin pendingin&cold storage
;806010605;Membaca gambar mesin pendingin 
;806010606;Mengambar sistem cold storage
;806010607;Merencanakan perakitan sistem refrigerasi
;806010608;Merawat & memperb. Kelist. sistm refrigrasi & sistm pengatrn
;806010609;Mengoperasikan pendingin ruangan &pengaturan sstm tata udara
;806010610;Merawat & memperbaiki kelistrikan sistem tata udara
;806010611;Merawat & memperbaiki mesin pendingin
;806010612;Merencanakan gambar sistem tata udara
;806011100;Perawatan dan Perbaikan Peralatan Listrik
;807010100;Basic Skills
;807010200;Keterampilan Dasar (Aircraft Basic Skills)
;807020100;Basic Aircraft Technology and Knowledgle (BATK)
;807020200;Aircraft Structure
;807020300;Aircraft Systems
;807020500;Aircraft Manufacture & Assy Parts 
;807020510;Perakitan Struktur Pesawat Udara (Aircraft Structure Assy)
;807020520;Alat Bantu Perakitan Pesawat Udara (Aircraft Tools Jig and Fixture)
;807020600;Aircraft Hydraulic & Pneumatic System
;807020610;Instalasi Hidrolik dan Pneumatik Pesawat Udara
;807020700;Aircraft Electrical Drawing
;807020710;Gambar Listrik Pesawat Udara Dan CAD
;807020800;Aircraft Electricity & Electronics
;807020810;Listrik dan Elektronika Pesawat Udara
;807020900;Aircraft Drawing & CAD
;807021000;Aircraft Component Turning
;807021100;Aircraft Component Milling
;807021200;Aircraft Component CNC Machining
;807021300;Aircraft Instrument
;807021310;Instalasi Instrumen Pesawat Udara
;807021320;Instruments Pesawat Udara
;807021400;Aircraft Electrical System Assembly
;807021410;Merakit Sistem Listrik Pesawat Udara
;807021500;Aircraft Electronic Drawing
;807021510;Aircraft Electronic CAD
;807021600;Aircraft Electronic Circuits and Controller
;807021610;Rangkaian Elektronika dan Kontroller
;807021700;Aircraft Electrical System 
;807021710;Instalasi Kelistrikan Pesawat Udara
;807021720;Aircraft Electrical
;807021800;Aircraft Electronic Communication & Navigation
;807021810;Instalasi Komunikasi dan Navigasi Elektronik Pesawat Udara
;807021900;Aircraft Sheet Metal Forming
;807021910;Pembentukan Logam Pesawat Udara
;807021920;Teknik Pengelasan Pesawat Udara
;807022000;Aircraft Electronic, Comnav & Digital Technique
;807022100;Aircraft Electronical
;807022200;Aircraft Instruments & Autopilot
;807022210;Aircraft Instruments
;807022300;Digital and Microprocessor
;807022400;Computer Aided Design
;807022500;Pembubutan Komponen Pesawat Udara
;807022600;Pemesinan CNC Komponen Pesawat Udara
;807022700;Pengefraisan Komponen Pesawat Udara
;808010100;Aerodynamics and Flight Control
;808020200;Gambar Bukaan/Bentangan Geometri
;808040400;Gas Turbine Engine
;808050500;Maintenance Practice
;808060600;Material Composite
;808060610;Aircraft Komposite
;808060620;Material Komposit Pesawat Udara (Aircraft Material Composite)
;808070700;Electric Machine & Motor Control
;808070701;Membuat rangkaian elekt. terapan berbasis micro-controller
;808070702;Memperbaiki electronic management sistem
;808070703;Memperbaiki sistem pengatur kecepatan otomatis
;808070704;Memperbaiki sistem ABS, ASR/ETC & ESP
;808070705;Memperbaiki sistem transmisi otomatis dgn kontrol elektronik
;808070706;Memperbaiki sistem suspensi aktif
;808070707;Memperbaiki sistem automatic airconditioning
;808070708;Memperbaiki car audio video
;808070709;Memperbaiki sistem light-tronic
;808070710;Memperbaiki sistem alarm, central-lock & power windows
;808070711;Memperbaiki sistem kontrol parkir
;808070712;Memperbaiki sistem-sistem elektronik pd kendaraan
;808080800;Electrical Avionics Drawing
;809010100;Dasar-dasar Kegrafikaan
;809010201;Membuat brief konsep desain
;809010202;Menyusun huruf/type setting
;809010203;Melaksanakan scanning/scanning image
;809010204;Membuat foto reproduksi
;809010205;Menggabung image secara manual & elektronik
;809010206;Membuat layout siap ke film atau pelat
;809010207;Membuat output image
;809010208;Mencetak coba plate relief/letterpress
;809010209;Membuat plate offset lithography
;809010210;Membuat plate offset photopolymer
;809010211;Membuat plate ganda
;809010212;Membuat silinder gravure
;809010301;Mengoperasikan mesin cetak
;809010302;Memproduksi catakan dengan cetak saring
;809010303;Melakukan pelipatan hasil cetakan
;809010304;Melakukan susun gabung lembar hasil cetak
;809010305;Melakukan laminating
;809010306;Melakukan pemvernisan
;809010307;Memotong kertas dengan mesin
;809010308;Melaksanakan berbagai jenis penjili&
;809010309;Membuat pisau pon/ril/embossing cetak
;809010310;Mengepon hasil cetak & emboss
;809010311;Mengelem hasil pon
;809010312;Mengemas hasil cetak
;809010500;Kalkulasi Grafika
;809010800;Penyelesaian Grafika dan Pelapisan Cetakan
;809010810;Penyelesain Grafika
;809010900;Perencanaan dan Pengendalian Produksi
;809020100;Pengolahan Limbah Industri Percetakan 
;809020400;Cetak Tinggi dan Cetak dalam
;809020500;Cetak Datar dan Cetak Digital
;809020600;Cetak Saring dan Cetak Tampon/Pad Printing
;809020700;Pembuatan Acuan Cetak
;809020800;Perwajahan
;809020900;Proses Cetak
;809021000;Teknik Cetak
;811010100;Foto Reproduksi dan Montase
;811010300;Foto Reproduksi dan Acuan Cetak
;813010100;Pemeliharaan dan Perawatan Sistem Kontrol Proses
;813010101;Menerapkan dasar-dasar instrumentasi
;813010102;Menggambar teknik sistem instrumentasi kontrol proses
;813010103;Menerapkan konsep elektronika instrumentasi
;813010104;Melakukan pengukuran besaran sistem inst kntrl proses
;813010105;Melaksanakan pekerjaan mekanik & kelistrikan instrumentasi
;813010106;Menggunakan power supply pneumatik pd sistm instrumentasi 
;813010107;Menerapkan tek. Elekt. digital pd sistem instr. Kont. proses
;813010108;Menerpkan sistm pengndlian bsran proses pd sistm kntrol pros
;813010109;Menerapkan teknik pengendalian pd sistem instr. industri 
;813010110;Menerapkan teknik digital pd sstm pengendalian besrn proses
;813010111;Memperbaiki perltn & komponen sistm pengendlian besrn proses
;813010112;Mendeskripsikan dasar-dasar instrumentasi industri
;813010113;Menerapkan gambar teknik instrumentasi
;813010114;Menerapkan konsep dasar elektronika instrumentasi
;813010115;Menerapkan teknik pengukuran
;813010116;Menerapkan sistem kontrol mekanik
;813010117;Melakukan pemrograman sistem kontrol mekanik
;813010118;Melakukan peker. Kons. pengendalian sistem kontrol mekanik
;813010119;Melakukan perawatan & perbaikan sistem kontrol mekanik
;814010100;Keselamatan, Kesehatan, Kerja dan Sikap Kerja
;814010101;Kesehatan dan Keselamatan Kerja
;814020100;Penanganan Material
;814020200;Penanganan Material dan Sikap Kerja
;814030100;Analisa Perancangan Kerja
;814030600;Pengendalian Mutu
;814030700;Perancangan Sistem Kerja dan Ergonomis
;814030800;Perencanaan Tata letak Fasilitas
;814030900;Sistem dan Pengendalian Produksi
;814031000;Kimia Analisa Tekstil
;814031100;Pergudangan
;814031200;Material Handling Equipment
;814031300;Logistik Multimoda
;814031400;Penanganan Transportasi
;814031500;Administrasi Pergudangan
;814031600;Manajemen Distribusi dan  Delivery
;814031700;Regulasi Sektor Logistik dan Keselamatan Kerja
;814031800;Manajemen Transportasi
;814031900;Manajemen Pergudangan
;814032000;Manajemen Distribusi
;814032100;Freight Forwarding
;814040100;Pengendalian Produksi
;814050100;Pengendalian Persediaan
;814060100;Pengaturan Tata Letak Peralatan
;814070100;Distribusi Barang
;814070200;Pengendalian Dokumen Administrasi Gudang
;814080100;Pengendalian Gudang
;814080200;Penyimpanan dan Penggudangan
;814090100;Peralatan Gudang
;814100100;Pemintalan Serat Buatan
;814100101;Mengidentifikasi serat tekstil
;814100102;Melaksanakan pengujian benang tekstil
;814100103;Menjelaskan proses persiapan pemintalan serat buatan
;814100104;Melakukan proses pemintaan leleh
;814100105;Melakukan proses pembuatan serat stapel
;814100106;Melakukan proses texturizing
;814100107;Meakukan pengujian bhn baku pulp, penimb. & pengeringan
;814100108;Melakukan proses pemintalan basah
;814100109;Melakukan proses pengujian hasil produksi
;814100110;Memelihara komponen mesin & peralatan
;814100131;Merawat & memelihara peralatan-peralatan unit mesin blowing
;814100132;Menerapkan dasar-dasar ilmu tekstil
;814100133;Melaksanakan proses pemintalan
;814100134;Mengoperasikan & merawat unit mesin blowing
;814100135;Mengoperasikan & merawat unit mesin carding
;814100136;Mengoperasikan & merawat unit mesin lap former
;814100137;Mengoperasikan & merawat unit mesin super lap
;814100138;Mengoperasikan & merawat unit mesin combing
;814100139;Mengoperasikan & merawat unit mesin drawing
;814100140;Mengoperasikan & merawat unit mesin roving
;814100141;Mengoperasikan & merawat mesin open end
;814100142;Mengoperasikan mesin packing
;814110100;Pengantar Ilmu Tekstil
;814110200;Pengantar Teknologi Tekstil
;814120100;Pengujian Bahan Tekstil
;814130100;Polimerisasi
;814140100;Pemintalan Leleh
;814150100;Kualitas dan Hasil Produksi
;814150200;Pengendalian Mutu Produksi
;814160100;Produksi Bersih
;814160200;Pengendalian Limbah Industri
;814170100;Perbaikan dan Perawatan
;814170200;Perawatan dan Perbaikan Mesin
;815010100;Penanganan mesin Blowing
;815010200;Penanganan mesin Carding dan Drawing
;815010300;Penanganan mesin Combing
;815010400;Penanganan mesin Roving
;815010500;Penanganan mesin Ring Spinning
;815010600;Penanganan mesin Oven End dan Winding
;815010700;Pemeliharaan Mesin Pemintalan
;815010800;Pemintalan Serat Stapel
;815010900;Pengendalian Mutu Pemintalan
;815011000;Persiapan Pemintalan Serat Stapel
;816010100;Persiapan Pembuatan Kain
;816010200;Desain Tekstil
;816010300;Pembuatan Kain
;816010301;Melaksanakan proses persiapan pembuatan kain
;816010302;Melakukan proses penganjian benang
;816010303;Merawat mekanis mesin-mesin persiapan pembuat kain
;816010304;Menerapkan proses pembuatan kain tenun
;816010305;Membuat kain dgn msn tenun teropong mnggunkn dobby& jacquard
;816010306;Membuat kain dgn mesin tenun jet menggunkn cam/eksentrik
;816010307;Membuat kain dengan mesin tenun rapier menggunakan tapet
;816010308;Membuat kain dgn mesin tenun projektil mengg. tapet
;816010309;Melakukan pemeriksaan & pengujian kain hasil produksi
;816010310;Merawat mesin-mesin tenun
;816010400;Pengendalian Mutu Kain
;816010500;Perajutan
;816010600;Pertenunan
;816010700;Desain Anyaman
;816020100;Pengelantangan
;816030100;Pencelupan
;816040100;Pencapan
;816050100;Penyempurnaan Khusus
;816070100;K3LH
;816070101;Menerapkan keselamatan, kshtn kerja, dan lindung lingk
;817010100;Geologi Dasar
;817010101;Menjelaskan geologi dasar, ilmu batuan & bahan galian
;817010102;Menjelaskan konsep eksplorasi & eksploitasi
;817010103;Menerapkan konsep & dasar ilmu geologi, kristal & mineral
;817010104;Menjelaskn btuan mik&makro fosil srta teknik penyajian fosil
;817010105;Mengaplikasikan ilmu ukur tanah
;817010106;Melakukan pemetaan geologi
;817010107;Mengidentifikasi bahan galian
;817010108;Menerapkan dasar-dasar pemboran
;817010109;Menerapkan petrografi 
;817010110;Menerapkan dasar2 manaj. usaha kecil pd usaha hasil tambang
;817010111;Menerapkan teknik peledakan & eksplorasi bahan galian
;817010112;Menjelaskan reklamasi daerah bekas tambang
;817010113;Menerapkan sistem penambangan
;817010200;Dasar-dasar Geologi
;817020100;Teknik Reservoir dan Perhitungan Cadangan Migas
;817020200;Teknik Reservoir
;817030100;Teknik Produksi Migas
;817030101;Menerapkan geologi dasar
;817030102;Menerapkan ilmu batuan & bahan galian
;817030103;Menerapkan konsep eksplorasi hidrokarbon
;817030104;Menjelaskan tentang geologi migas & fluida reservoir
;817030105;Menghitung ca&gan migas
;817030106;Melakukan pengujian sumur (well testing)
;817030107;Menjelaskan sistem pengangkatan minyak bumi
;817030108;Menerapkan kerja sumur sembur alam & buatan
;817030109;Menghitung kapasitas sumur sembur buatan ESP & pompa angguk
;817030110;Mendeskripsikan perltn penguk. pd produksi di permuk & migas
;817030111;Mengoperasikan & merawat sumur migas
;817040110;Proses Produksi Migas
;817050100;Peralatan Produksi Atas dan Bawah Permukaan
;817060100;Dasar-dasar Teknik Pemboran
;817060101;Mendeskripsikan geologi dasar
;817060102;Mendeskripsikan ilmu batuan & bahan galian
;817060103;Mendeskripsikan konsep eksplorasi hidrokarbon
;817060104;Memahami tentang geologi migas & fluida reservoir
;817060105;Mendeskripsikan kegiatan pemboran migas
;817060106;Melakukan pemboran
;817060107;Mengoperasikan peralatan pemboran
;817060108;Melakukan penyemenan casing
;817060109;Mendeskripsikan lumpur & hidrolika lumpur
;817060110;Mendeskripsikan semen pemboran
;817060111;Mendeskripsikan permasalahan dalam pemboran
;817070100;Teknik dan Peralatan Pemboran
;817080100;Lumpur dan Hidrolika Lumpur Pemboran
;817090100;Hambatan dalam Pemboran
;817090200;Peralatan Pemboran
;817090300;Teknik Pemboran
;817100100;Teknik Instrumentasi Kilang
;817110100;Proses Pengolahan Migas dan Petrokimia
;817110101;Menjelaskan geologi dasar
;817110102;Menjelaskan ilmu batuan & bahan galian
;817110103;Menjelaskan konsep eksplorasi hidrokarbon
;817110104;Menjelaskan kimia hidrokarbon & non-hirokarbon serta gas
;817110105;Menjelaskan proses separasi, konversi, & treating
;817110106;Menerapkan blending
;817110107;Mendeskripsikan proses petrokimia
;817110108;Menjelaskan tentang gas processing
;817110109;Menjelaskan produk migas & petrokimia
;817110110;Mengoperasikan peralatan proses migas
;817110111;Mendeskripsikan storage and handling & sistem instrumentasi
;817110112;Mendeskrip. sift fisika-kimia & listrik dlm pengolhn migas
;817120100;Peralatan Proses dan Utilitas
;817120110;Konstruksi dan Utilitas Gedung
;817120200;Konstruksi Jalan dan Jembatan
;817130100;Produk Migas dan Storage handling
;817140100;Gas Processing
;817150100;Paleontologi 
;817150110;Keselamatan, Kesehatan Kerja, dan Lingkungan Hidu
;817160100;Teknik Peledakan dan Pemboran
;817170100;Preparasi Bahan Galian
;817180100;Eksplorasi dan Teknik Penambangan
;818010100;Pemetaan Topografi dan Pemetaan Geologi
;818010200;Bahan Galian
;818010300;Geologi Teknik
;818010400;Geologi Terapan
;818010500;Tambang Terapan
;818010600;Teknik Eksplorasi dan Teknik Penambangan
;818020100;Geoteknik
;819010100;Analisis Titrimetri dan Gravimetri
;819020100;Analisis Instrumen
;819030100;Manajemen Laboratorium
;819030110;Pengelolaan Laboratorium
;819040100;Dasar Komputasi Proses dan Instrumen Kontrol
;819050100;Pengelolaan Industri Kimia Skala Kecil
;819050101;Melaksanakan pengelolaan bahan kimia
;819050102;Mengoperasikan peralatan instrumentasi kimia
;819050103;Membaca diagram alir proses produksi industri kimia
;819050104;Menyiapkan bahan untuk proses produksi industri kimia
;819050105;Melakukan proses industri kimia
;819050106;Melakukan unit proses kimia
;819050107;Melakukan operasi teknik kimia
;819050108;Melaksanakan proses pengolahan limbah kimia
;820010100;Teknologi dasar Otomotif
;820020200;Pekerjaan dasar Teknik Otomotif
;820030300;Teknik Listrik dasar Otomotif
;820030400;Perawatan dan Perbaikan Motor Diesel Pembangkit
;820030500;Perawatan Ketel Uap
;820030600;Perawatan Turbin Gas
;820030700;Sistem Kelistrikan dan Kontrol Elektronik
;820040400;Pemeliharaan Mesin Kendaraan Ringan
;820040401;Menerapkan dasar mesin & pembentukan logam
;820040402;Menjelaskan proses-proses mesin konversi energi
;820040403;Menginterpretasikan gambar teknik
;820040404;Menerapkan prosedur kerja bangku
;820040405;Menggunakan alat-alat ukur (measuring tools)
;820040406;Memelihara & memperbaiki engine otomotif
;820040407;Memelihara & memperbaiki pemindah tenaga
;820040408;Memperbaiki sasis & suspensi
;820040409;Memelihara & memperbaiki kelistrikan otomotif
;820050500;Pemeliharaan Sasis & Pemindah TKR
;820060600;Pemeliharaan Kelistrikan Kendaraan Ringan
;820070100;Pemeliharaan Mesin Sepeda Motor
;820070101;Menjelaskan dasar-dasar mesin
;820070102;Melakukan perbaikan sistem hidrolik sepeda motor
;820070103;Melakukan overhaul sistem pendingin sepeda motor 
;820070104;Melakukan perbaikan sistem bahan bakar sepeda motor
;820070105;Melakukan perbaikan sistem engine sepeda motor
;820070106;Melakukan perbaikan sistm transmisi spd mtr manual&otomatis
;820070107;Melakukan perbaikan sistem rem & suspensi sepeda motor
;820070108;Melaksanakan pekerj. servis pd roda, ban & rantai spd motor
;820070109;Melakukan pemeliharaan&perbaikan sistem kelistrikan spd mtr
;820070200;Pemeliharaan Sasis Sepeda Motor
;820070300;Pemeliharaan dan Kelistrikan Sepeda Motor
;820070400;Pengelolaan Bengkel Sepeda Motor
;820070500;Pemeliharaan Listrik Sepeda Motor
;820080100;Kelistrikan Alat Berat
;820080200;Kelistrikan dan Sistem Kontrol Alat Berat
;820090100;Power Train dan Hidrolik Alat Berat
;820090200;Hidrolik Alat Berat
